id,time,values
2,2023:08:21 02:08:46,367.2
3,2023:08:21 02:08:46,80.8
1,2023:08:21 02:09:16,579.4
2,2023:08:21 02:09:16,251.2
3,2023:08:21 02:09:16,724.6
1,2023:08:21 02:09:46,139.6
2,2023:08:21 02:09:46,520.4
3,2023:08:21 02:09:46,386.4
1,2023:08:21 02:10:16,456.4
2,2023:08:21 02:10:16,498.2
3,2023:08:21 02:10:16,286.2
1,2023:08:21 02:10:46,945.2
2,2023:08:21 02:10:46,512.6
3,2023:08:21 02:10:46,408.0
1,2023:08:21 02:11:16,754.8
2,2023:08:21 02:11:16,18.6
3,2023:08:21 02:11:16,409.8
1,2023:08:21 02:11:46,309.0
2,2023:08:21 02:11:46,360.4
3,2023:08:21 02:11:46,363.6
1,2023:08:21 02:12:16,49.2
2,2023:08:21 02:12:16,890.0
3,2023:08:21 02:12:16,446.2
1,2023:08:21 02:12:46,576.6
2,2023:08:21 02:12:46,381.4
3,2023:08:21 02:12:46,669.2
1,2023:08:21 02:13:16,553.8
2,2023:08:21 02:13:16,634.6
3,2023:08:21 02:13:16,739.0
1,2023:08:21 02:13:46,848.2
2,2023:08:21 02:13:46,513.8
3,2023:08:21 02:13:46,402.4
1,2023:08:21 02:14:16,865.2
2,2023:08:21 02:14:16,773.2
3,2023:08:21 02:14:16,180.6
1,2023:08:21 02:14:46,48.8
2,2023:08:21 02:14:46,963.4
3,2023:08:21 02:14:46,879.4
1,2023:08:21 02:15:16,254.2
2,2023:08:21 02:15:16,286.2
3,2023:08:21 02:15:16,660.4
1,2023:08:21 02:15:46,31.4
2,2023:08:21 02:15:46,106.2
3,2023:08:21 02:15:46,928.8
1,2023:08:21 02:16:16,181.2
2,2023:08:21 02:16:16,168.8
3,2023:08:21 02:16:16,980.0
1,2023:08:21 02:16:46,790.2
2,2023:08:21 02:16:46,343.0
3,2023:08:21 02:16:46,134.6
1,2023:08:21 02:17:16,346.8
2,2023:08:21 02:17:16,858.6
3,2023:08:21 02:17:16,189.2
1,2023:08:21 02:17:46,154.2
2,2023:08:21 02:17:46,579.8
3,2023:08:21 02:17:46,13.4
1,2023:08:21 02:18:16,212.8
2,2023:08:21 02:18:16,316.8
3,2023:08:21 02:18:16,383.0
1,2023:08:21 02:18:46,86.0
2,2023:08:21 02:18:46,650.4
3,2023:08:21 02:18:46,494.0
1,2023:08:21 02:19:16,795.2
2,2023:08:21 02:19:16,660.6
3,2023:08:21 02:19:16,716.2
1,2023:08:21 02:19:46,504.6
2,2023:08:21 02:19:46,264.0
3,2023:08:21 02:19:46,496.0
1,2023:08:21 02:20:16,650.2
2,2023:08:21 02:20:16,950.0
3,2023:08:21 02:20:16,628.4
1,2023:08:21 02:20:46,785.2
2,2023:08:21 02:20:46,821.6
3,2023:08:21 02:20:46,220.0
1,2023:08:21 02:21:16,798.0
2,2023:08:21 02:21:16,545.4
3,2023:08:21 02:21:16,758.2
1,2023:08:21 02:21:46,650.4
2,2023:08:21 02:21:46,495.0
3,2023:08:21 02:21:46,602.0
1,2023:08:21 02:22:16,872.0
2,2023:08:21 02:22:16,815.0
3,2023:08:21 02:22:16,188.6
1,2023:08:21 02:22:46,978.8
2,2023:08:21 02:22:46,118.0
3,2023:08:21 02:22:46,164.4
1,2023:08:21 02:23:16,375.4
2,2023:08:21 02:23:16,422.0
3,2023:08:21 02:23:16,569.8
1,2023:08:21 02:23:46,10.4
2,2023:08:21 02:23:46,625.8
3,2023:08:21 02:23:46,297.4
1,2023:08:21 02:24:16,908.4
2,2023:08:21 02:24:16,89.2
3,2023:08:21 02:24:16,156.6
1,2023:08:21 02:24:46,788.0
2,2023:08:21 02:24:46,599.4
3,2023:08:21 02:24:46,980.8
1,2023:08:21 02:25:16,456.0
2,2023:08:21 02:25:16,113.6
3,2023:08:21 02:25:16,756.2
1,2023:08:21 02:25:46,523.0
2,2023:08:21 02:25:46,109.0
3,2023:08:21 02:25:46,912.6
1,2023:08:21 02:26:16,251.2
2,2023:08:21 02:26:16,111.0
3,2023:08:21 02:26:16,306.0
1,2023:08:21 02:26:46,704.6
2,2023:08:21 02:26:46,942.6
3,2023:08:21 02:26:46,842.0
1,2023:08:21 02:27:16,836.8
2,2023:08:21 02:27:16,139.4
3,2023:08:21 02:27:16,235.2
1,2023:08:21 02:27:46,376.4
2,2023:08:21 02:27:46,338.6
3,2023:08:21 02:27:46,661.0
1,2023:08:21 02:28:16,557.4
2,2023:08:21 02:28:16,604.0
3,2023:08:21 02:28:16,421.0
1,2023:08:21 02:28:46,677.2
2,2023:08:21 02:28:46,46.4
3,2023:08:21 02:28:46,499.8
1,2023:08:21 02:29:16,224.2
2,2023:08:21 02:29:16,871.4
3,2023:08:21 02:29:16,132.8
1,2023:08:21 02:29:46,306.6
2,2023:08:21 02:29:46,218.6
3,2023:08:21 02:29:46,248.6
1,2023:08:21 02:30:16,208.2
2,2023:08:21 02:30:16,102.0
3,2023:08:21 02:30:16,930.8
1,2023:08:21 02:30:46,808.4
2,2023:08:21 02:30:46,543.6
3,2023:08:21 02:30:46,346.0
1,2023:08:21 02:31:16,300.8
2,2023:08:21 02:31:16,598.2
3,2023:08:21 02:31:16,379.8
1,2023:08:21 02:31:46,499.2
2,2023:08:21 02:31:46,674.6
3,2023:08:21 02:31:46,254.6
1,2023:08:21 02:32:16,828.2
2,2023:08:21 02:32:16,651.8
3,2023:08:21 02:32:16,365.4
1,2023:08:21 02:32:46,645.4
2,2023:08:21 02:32:46,133.2
3,2023:08:21 02:32:46,698.6
1,2023:08:21 02:33:16,349.2
2,2023:08:21 02:33:16,781.2
3,2023:08:21 02:33:16,414.0
1,2023:08:21 02:33:46,627.6
2,2023:08:21 02:33:46,680.4
3,2023:08:21 02:33:46,524.6
1,2023:08:21 02:34:16,804.6
2,2023:08:21 02:34:16,729.6
3,2023:08:21 02:34:16,429.8
1,2023:08:21 02:34:46,348.8
2,2023:08:21 02:34:46,339.8
3,2023:08:21 02:34:46,290.2
1,2023:08:21 02:35:16,291.2
2,2023:08:21 02:35:16,168.6
3,2023:08:21 02:35:16,355.2
1,2023:08:21 02:35:46,622.2
2,2023:08:21 02:35:46,171.4
3,2023:08:21 02:35:46,424.0
1,2023:08:21 02:36:16,774.0
2,2023:08:21 02:36:16,533.8
3,2023:08:21 02:36:16,79.6
1,2023:08:21 02:36:46,195.4
2,2023:08:21 02:36:46,204.2
3,2023:08:21 02:36:46,584.2
1,2023:08:21 02:37:16,152.6
2,2023:08:21 02:37:16,533.8
3,2023:08:21 02:37:16,799.6
1,2023:08:21 02:37:46,908.0
2,2023:08:21 02:37:46,475.0
3,2023:08:21 02:37:46,576.8
1,2023:08:21 02:38:16,490.6
2,2023:08:21 02:38:16,408.2
3,2023:08:21 02:38:16,530.4
1,2023:08:21 02:38:46,152.6
2,2023:08:21 02:38:46,543.0
3,2023:08:21 02:38:46,71.0
1,2023:08:21 02:39:16,598.6
2,2023:08:21 02:39:16,611.2
3,2023:08:21 02:39:16,676.8
1,2023:08:21 02:39:46,944.6
2,2023:08:21 02:39:46,489.2
3,2023:08:21 02:39:46,208.6
1,2023:08:21 02:40:16,387.2
2,2023:08:21 02:40:16,760.2
3,2023:08:21 02:40:16,851.6
1,2023:08:21 02:40:46,231.4
2,2023:08:21 02:40:46,419.4
3,2023:08:21 02:40:46,593.6
1,2023:08:21 02:41:16,209.8
2,2023:08:21 02:41:16,191.2
3,2023:08:21 02:41:16,290.2
1,2023:08:21 02:41:46,433.8
2,2023:08:21 02:41:46,459.2
3,2023:08:21 02:41:46,405.4
1,2023:08:21 02:42:16,840.6
2,2023:08:21 02:42:16,655.8
3,2023:08:21 02:42:16,851.4
1,2023:08:21 02:42:46,504.8
2,2023:08:21 02:42:46,636.4
3,2023:08:21 02:42:46,566.0
1,2023:08:21 02:43:16,592.4
2,2023:08:21 02:43:16,500.0
3,2023:08:21 02:43:16,588.8
1,2023:08:21 02:43:46,879.8
2,2023:08:21 02:43:46,292.0
3,2023:08:21 02:43:46,974.4
1,2023:08:21 02:44:16,984.8
2,2023:08:21 02:44:16,32.4
3,2023:08:21 02:44:16,101.2
1,2023:08:21 02:44:46,454.4
2,2023:08:21 02:44:46,62.2
3,2023:08:21 02:44:46,689.2
1,2023:08:21 02:45:16,168.0
2,2023:08:21 02:45:16,210.8
3,2023:08:21 02:45:16,871.8
1,2023:08:21 02:45:46,356.2
2,2023:08:21 02:45:46,67.0
3,2023:08:21 02:45:46,334.2
1,2023:08:21 02:46:16,346.6
2,2023:08:21 02:46:16,712.6
3,2023:08:21 02:46:16,491.2
1,2023:08:21 02:46:46,725.8
2,2023:08:21 02:46:46,435.0
3,2023:08:21 02:46:46,208.2
1,2023:08:21 02:47:16,277.2
2,2023:08:21 02:47:16,352.8
3,2023:08:21 02:47:16,419.0
1,2023:08:21 02:47:46,961.2
2,2023:08:21 02:47:46,429.2
3,2023:08:21 02:47:46,829.6
1,2023:08:21 02:48:16,408.8
2,2023:08:21 02:48:16,53.6
3,2023:08:21 02:48:16,520.6
1,2023:08:21 02:48:46,91.0
2,2023:08:21 02:48:46,37.4
3,2023:08:21 02:48:46,788.0
1,2023:08:21 02:49:16,905.6
2,2023:08:21 02:49:16,726.8
3,2023:08:21 02:49:16,831.8
1,2023:08:21 02:49:46,395.0
2,2023:08:21 02:49:46,43.0
3,2023:08:21 02:49:46,576.4
1,2023:08:21 02:50:16,927.0
2,2023:08:21 02:50:16,704.0
3,2023:08:21 02:50:16,675.2
1,2023:08:21 02:50:46,158.0
2,2023:08:21 02:50:46,336.8
3,2023:08:21 02:50:46,741.4
1,2023:08:21 02:51:16,929.2
2,2023:08:21 02:51:16,588.8
3,2023:08:21 02:51:16,649.4
1,2023:08:21 02:51:46,527.4
2,2023:08:21 02:51:46,8.4
3,2023:08:21 02:51:46,29.2
1,2023:08:21 02:52:16,842.0
2,2023:08:21 02:52:16,147.6
3,2023:08:21 02:52:16,853.0
1,2023:08:21 02:52:46,62.2
2,2023:08:21 02:52:46,741.4
3,2023:08:21 02:52:46,285.6
1,2023:08:21 02:53:16,749.6
2,2023:08:21 02:53:16,346.6
3,2023:08:21 02:53:16,925.6
1,2023:08:21 02:53:46,374.6
2,2023:08:21 02:53:46,439.4
3,2023:08:21 02:53:46,240.4
1,2023:08:21 02:54:16,356.8
2,2023:08:21 02:54:16,450.0
3,2023:08:21 02:54:16,742.8
1,2023:08:21 02:54:46,380.4
2,2023:08:21 02:54:46,258.0
3,2023:08:21 02:54:46,408.8
1,2023:08:21 02:55:16,207.0
2,2023:08:21 02:55:16,714.2
3,2023:08:21 02:55:16,251.4
1,2023:08:21 02:55:46,476.2
2,2023:08:21 02:55:46,528.2
3,2023:08:21 02:55:46,582.0
1,2023:08:21 02:56:16,512.6
2,2023:08:21 02:56:16,154.8
3,2023:08:21 02:56:16,462.4
1,2023:08:21 02:56:46,111.2
2,2023:08:21 02:56:46,511.4
3,2023:08:21 02:56:46,334.0
1,2023:08:21 02:57:16,512.0
2,2023:08:21 02:57:16,489.0
3,2023:08:21 02:57:16,434.6
1,2023:08:21 02:57:46,566.4
2,2023:08:21 02:57:46,537.8
3,2023:08:21 02:57:46,878.0
1,2023:08:21 02:58:16,519.0
2,2023:08:21 02:58:16,371.4
3,2023:08:21 02:58:16,432.8
1,2023:08:21 02:58:46,385.0
2,2023:08:21 02:58:46,494.2
3,2023:08:21 02:58:46,451.6
1,2023:08:21 02:59:16,666.0
2,2023:08:21 02:59:16,947.6
3,2023:08:21 02:59:16,185.2
1,2023:08:21 02:59:46,140.4
2,2023:08:21 02:59:46,380.0
3,2023:08:21 02:59:46,291.8
1,2023:08:21 03:00:16,385.0
2,2023:08:21 03:00:16,243.0
3,2023:08:21 03:00:16,857.0
1,2023:08:21 03:00:46,161.4
2,2023:08:21 03:00:46,135.0
3,2023:08:21 03:00:46,450.6
1,2023:08:21 03:01:16,2.8
2,2023:08:21 03:01:16,504.2
3,2023:08:21 03:01:16,524.0
1,2023:08:21 03:01:46,860.4
2,2023:08:21 03:01:46,67.8
3,2023:08:21 03:01:46,232.8
1,2023:08:21 03:02:16,26.4
2,2023:08:21 03:02:16,175.8
3,2023:08:21 03:02:16,957.0
1,2023:08:21 03:02:46,878.0
2,2023:08:21 03:02:46,979.8
3,2023:08:21 03:02:46,250.0
1,2023:08:21 03:03:16,955.6
2,2023:08:21 03:03:16,148.4
3,2023:08:21 03:03:16,239.4
1,2023:08:21 03:03:46,156.4
2,2023:08:21 03:03:46,304.6
3,2023:08:21 03:03:46,659.6
1,2023:08:21 03:04:16,56.8
2,2023:08:21 03:04:16,783.6
3,2023:08:21 03:04:16,237.2
1,2023:08:21 03:04:46,770.0
2,2023:08:21 03:04:46,280.4
3,2023:08:21 03:04:46,224.4
1,2023:08:21 03:05:16,598.8
2,2023:08:21 03:05:16,202.8
3,2023:08:21 03:05:16,729.2
1,2023:08:21 03:05:46,852.8
2,2023:08:21 03:05:46,737.6
3,2023:08:21 03:05:46,874.4
1,2023:08:21 03:06:16,243.8
2,2023:08:21 03:06:16,57.8
3,2023:08:21 03:06:16,922.0
1,2023:08:21 03:06:46,332.2
2,2023:08:21 03:06:46,891.4
3,2023:08:21 03:06:46,592.2
1,2023:08:21 03:07:16,179.4
2,2023:08:21 03:07:16,393.8
3,2023:08:21 03:07:16,511.4
1,2023:08:21 03:07:46,949.0
2,2023:08:21 03:07:46,950.8
3,2023:08:21 03:07:46,907.2
1,2023:08:21 03:08:16,86.8
2,2023:08:21 03:08:16,456.2
3,2023:08:21 03:08:16,420.0
1,2023:08:21 03:08:46,989.0
2,2023:08:21 03:08:46,851.8
3,2023:08:21 03:08:46,773.4
1,2023:08:21 03:09:16,394.6
2,2023:08:21 03:09:16,718.2
3,2023:08:21 03:09:16,607.4
1,2023:08:21 03:09:46,893.0
2,2023:08:21 03:09:46,880.0
3,2023:08:21 03:09:46,583.0
1,2023:08:21 03:10:16,966.8
2,2023:08:21 03:10:16,471.6
3,2023:08:21 03:10:16,937.4
1,2023:08:21 03:10:46,689.0
2,2023:08:21 03:10:46,993.0
3,2023:08:21 03:10:46,6.6
1,2023:08:21 03:11:16,970.6
2,2023:08:21 03:11:16,22.4
3,2023:08:21 03:11:16,915.2
1,2023:08:21 03:11:46,237.6
2,2023:08:21 03:11:46,417.8
3,2023:08:21 03:11:46,307.2
1,2023:08:21 03:12:16,872.6
2,2023:08:21 03:12:16,556.4
3,2023:08:21 03:12:16,607.6
1,2023:08:21 03:12:46,143.8
2,2023:08:21 03:12:46,298.0
3,2023:08:21 03:12:46,639.8
1,2023:08:21 03:13:16,410.0
2,2023:08:21 03:13:16,569.0
3,2023:08:21 03:13:16,760.4
1,2023:08:21 03:13:46,18.2
2,2023:08:21 03:13:46,964.4
3,2023:08:21 03:13:46,519.4
1,2023:08:21 03:14:16,424.6
2,2023:08:21 03:14:16,312.0
3,2023:08:21 03:14:16,385.2
1,2023:08:21 03:14:46,46.8
2,2023:08:21 03:14:46,773.4
3,2023:08:21 03:14:46,774.2
1,2023:08:21 03:15:16,145.0
2,2023:08:21 03:15:16,715.6
3,2023:08:21 03:15:16,582.8
1,2023:08:21 03:15:46,294.4
2,2023:08:21 03:15:46,138.4
3,2023:08:21 03:15:46,263.6
1,2023:08:21 03:16:16,273.8
2,2023:08:21 03:16:16,498.2
3,2023:08:21 03:16:16,261.8
1,2023:08:21 03:16:46,885.6
2,2023:08:21 03:16:46,500.6
3,2023:08:21 03:16:46,20.8
1,2023:08:21 03:17:16,379.8
2,2023:08:21 03:17:16,160.2
3,2023:08:21 03:17:16,569.0
1,2023:08:21 03:17:46,87.6
2,2023:08:21 03:17:46,644.0
3,2023:08:21 03:17:46,799.4
1,2023:08:21 03:18:16,284.2
2,2023:08:21 03:18:16,639.6
3,2023:08:21 03:18:16,352.0
1,2023:08:21 03:18:46,898.2
2,2023:08:21 03:18:46,638.6
3,2023:08:21 03:18:46,345.8
1,2023:08:21 03:19:16,759.6
2,2023:08:21 03:19:16,626.6
3,2023:08:21 03:19:16,40.4
1,2023:08:21 03:19:46,400.8
2,2023:08:21 03:19:46,716.2
3,2023:08:21 03:19:46,965.6
1,2023:08:21 03:20:16,129.2
2,2023:08:21 03:20:16,997.6
3,2023:08:21 03:20:16,512.0
1,2023:08:21 03:20:46,814.8
2,2023:08:21 03:20:46,586.4
3,2023:08:21 03:20:46,510.4
1,2023:08:21 03:21:16,493.2
2,2023:08:21 03:21:16,826.4
3,2023:08:21 03:21:16,64.8
1,2023:08:21 03:21:46,696.2
2,2023:08:21 03:21:46,590.6
3,2023:08:21 03:21:46,852.6
1,2023:08:21 03:22:16,814.2
2,2023:08:21 03:22:16,290.0
3,2023:08:21 03:22:16,245.2
1,2023:08:21 03:22:46,351.4
2,2023:08:21 03:22:46,477.2
3,2023:08:21 03:22:46,439.8
1,2023:08:21 03:23:16,60.2
2,2023:08:21 03:23:16,681.6
3,2023:08:21 03:23:16,39.8
1,2023:08:21 03:23:46,639.4
2,2023:08:21 03:23:46,550.8
3,2023:08:21 03:23:46,658.4
1,2023:08:21 03:24:16,411.8
2,2023:08:21 03:24:16,767.6
3,2023:08:21 03:24:16,353.0
1,2023:08:21 03:24:46,754.4
2,2023:08:21 03:24:46,901.6
3,2023:08:21 03:24:46,624.6
1,2023:08:21 03:25:16,31.4
2,2023:08:21 03:25:16,836.0
3,2023:08:21 03:25:16,988.8
1,2023:08:21 03:25:46,52.4
2,2023:08:21 03:25:46,493.6
3,2023:08:21 03:25:46,980.8
1,2023:08:21 03:26:16,554.2
2,2023:08:21 03:26:16,27.4
3,2023:08:21 03:26:16,259.0
1,2023:08:21 03:26:46,214.0
2,2023:08:21 03:26:46,492.0
3,2023:08:21 03:26:46,994.0
1,2023:08:21 03:27:16,520.2
2,2023:08:21 03:27:16,422.4
3,2023:08:21 03:27:16,893.2
1,2023:08:21 03:27:46,675.8
2,2023:08:21 03:27:46,761.2
3,2023:08:21 03:27:46,936.0
1,2023:08:21 03:28:16,831.6
2,2023:08:21 03:28:16,442.6
3,2023:08:21 03:28:16,5.6
1,2023:08:21 03:28:46,326.0
2,2023:08:21 03:28:46,596.2
3,2023:08:21 03:28:46,421.0
1,2023:08:21 03:29:16,984.8
2,2023:08:21 03:29:16,655.6
3,2023:08:21 03:29:16,956.6
1,2023:08:21 03:29:46,635.8
2,2023:08:21 03:29:46,220.4
3,2023:08:21 03:29:46,8.6
1,2023:08:21 03:30:16,880.6
2,2023:08:21 03:30:16,211.8
3,2023:08:21 03:30:16,75.8
1,2023:08:21 03:30:46,196.8
2,2023:08:21 03:30:46,59.6
3,2023:08:21 03:30:46,557.0
1,2023:08:21 03:31:16,979.0
2,2023:08:21 03:31:16,79.4
3,2023:08:21 03:31:16,77.2
1,2023:08:21 03:31:46,710.6
2,2023:08:21 03:31:46,135.8
3,2023:08:21 03:31:46,97.4
1,2023:08:21 03:32:16,286.0
2,2023:08:21 03:32:16,255.4
3,2023:08:21 03:32:16,543.2
1,2023:08:21 03:32:46,755.6
2,2023:08:21 03:32:46,894.0
3,2023:08:21 03:32:46,660.8
1,2023:08:21 03:33:16,878.6
2,2023:08:21 03:33:16,697.4
3,2023:08:21 03:33:16,709.2
1,2023:08:21 03:33:46,949.6
2,2023:08:21 03:33:46,213.8
3,2023:08:21 03:33:46,378.0
1,2023:08:21 03:34:16,104.0
2,2023:08:21 03:34:16,723.0
3,2023:08:21 03:34:16,285.6
1,2023:08:21 03:34:46,977.6
2,2023:08:21 03:34:46,991.4
3,2023:08:21 03:34:46,879.4
1,2023:08:21 03:35:16,871.2
2,2023:08:21 03:35:16,157.2
3,2023:08:21 03:35:16,207.8
1,2023:08:21 03:35:46,138.0
2,2023:08:21 03:35:46,7.6
3,2023:08:21 03:35:46,629.8
1,2023:08:21 03:36:16,340.8
2,2023:08:21 03:36:16,600.2
3,2023:08:21 03:36:16,890.0
1,2023:08:21 03:36:46,639.8
2,2023:08:21 03:36:46,418.0
3,2023:08:21 03:36:46,67.4
1,2023:08:21 03:37:16,134.0
2,2023:08:21 03:37:16,981.0
3,2023:08:21 03:37:16,707.0
1,2023:08:21 03:37:46,369.2
2,2023:08:21 03:37:46,80.8
3,2023:08:21 03:37:46,779.2
1,2023:08:21 03:38:16,883.0
2,2023:08:21 03:38:16,266.2
3,2023:08:21 03:38:16,201.2
1,2023:08:21 03:38:46,910.0
2,2023:08:21 03:38:46,583.0
3,2023:08:21 03:38:46,733.8
1,2023:08:21 03:39:16,242.8
2,2023:08:21 03:39:16,144.4
3,2023:08:21 03:39:16,385.2
1,2023:08:21 03:39:46,374.8
2,2023:08:21 03:39:46,841.6
3,2023:08:21 03:39:46,201.8
1,2023:08:21 03:40:16,630.6
2,2023:08:21 03:40:16,346.0
3,2023:08:21 03:40:16,638.0
1,2023:08:21 03:40:46,629.2
2,2023:08:21 03:40:46,995.0
3,2023:08:21 03:40:46,783.8
1,2023:08:21 03:41:16,428.4
2,2023:08:21 03:41:16,101.4
3,2023:08:21 03:41:16,226.4
1,2023:08:21 03:41:46,190.8
2,2023:08:21 03:41:46,525.4
3,2023:08:21 03:41:46,194.8
1,2023:08:21 03:42:16,748.8
2,2023:08:21 03:42:16,353.8
3,2023:08:21 03:42:16,572.2
1,2023:08:21 03:42:46,410.8
2,2023:08:21 03:42:46,618.4
3,2023:08:21 03:42:46,247.2
1,2023:08:21 03:43:16,35.2
2,2023:08:21 03:43:16,424.8
3,2023:08:21 03:43:16,597.2
1,2023:08:21 03:43:46,22.2
2,2023:08:21 03:43:46,90.4
3,2023:08:21 03:43:46,129.0
1,2023:08:21 03:44:16,215.8
2,2023:08:21 03:44:16,696.2
3,2023:08:21 03:44:16,236.4
1,2023:08:21 03:44:46,41.4
2,2023:08:21 03:44:46,619.0
3,2023:08:21 03:44:46,162.8
1,2023:08:21 03:45:16,245.6
2,2023:08:21 03:45:16,634.8
3,2023:08:21 03:45:16,279.2
1,2023:08:21 03:45:46,459.8
2,2023:08:21 03:45:46,439.8
3,2023:08:21 03:45:46,411.6
1,2023:08:21 03:46:16,605.4
2,2023:08:21 03:46:16,724.6
3,2023:08:21 03:46:16,906.2
1,2023:08:21 03:46:46,860.2
2,2023:08:21 03:46:46,296.2
3,2023:08:21 03:46:46,18.2
1,2023:08:21 03:47:16,216.8
2,2023:08:21 03:47:16,44.2
3,2023:08:21 03:47:16,464.8
1,2023:08:21 03:47:46,677.2
2,2023:08:21 03:47:46,317.8
3,2023:08:21 03:47:46,215.0
1,2023:08:21 03:48:16,518.4
2,2023:08:21 03:48:16,377.6
3,2023:08:21 03:48:16,236.8
1,2023:08:21 03:48:46,734.6
2,2023:08:21 03:48:46,341.0
3,2023:08:21 03:48:46,655.0
1,2023:08:21 03:49:16,559.4
2,2023:08:21 03:49:16,952.6
3,2023:08:21 03:49:16,109.0
1,2023:08:21 03:49:46,657.4
2,2023:08:21 03:49:46,57.6
3,2023:08:21 03:49:46,147.8
1,2023:08:21 03:50:16,760.6
2,2023:08:21 03:50:16,964.2
3,2023:08:21 03:50:16,743.4
1,2023:08:21 03:50:46,178.0
2,2023:08:21 03:50:46,632.4
3,2023:08:21 03:50:46,220.6
1,2023:08:21 03:51:16,571.6
2,2023:08:21 03:51:16,153.0
3,2023:08:21 03:51:16,731.4
1,2023:08:21 03:51:46,179.2
2,2023:08:21 03:51:46,451.8
3,2023:08:21 03:51:46,644.2
1,2023:08:21 03:52:16,629.8
2,2023:08:21 03:52:16,243.2
3,2023:08:21 03:52:16,224.8
1,2023:08:21 03:52:46,597.4
2,2023:08:21 03:52:46,528.8
3,2023:08:21 03:52:46,893.2
1,2023:08:21 03:53:16,547.0
2,2023:08:21 03:53:16,607.4
3,2023:08:21 03:53:16,299.4
1,2023:08:21 03:53:46,615.4
2,2023:08:21 03:53:46,445.0
3,2023:08:21 03:53:46,516.4
1,2023:08:21 03:54:16,90.0
2,2023:08:21 03:54:16,532.6
3,2023:08:21 03:54:16,378.8
1,2023:08:21 03:54:46,707.0
2,2023:08:21 03:54:46,815.8
3,2023:08:21 03:54:46,566.0
1,2023:08:21 03:55:16,811.8
2,2023:08:21 03:55:16,203.6
3,2023:08:21 03:55:16,779.6
1,2023:08:21 03:55:46,59.8
2,2023:08:21 03:55:46,785.2
3,2023:08:21 03:55:46,909.8
1,2023:08:21 03:56:16,780.2
2,2023:08:21 03:56:16,547.8
3,2023:08:21 03:56:16,809.0
1,2023:08:21 03:56:46,268.8
2,2023:08:21 03:56:46,527.0
3,2023:08:21 03:56:46,323.4
1,2023:08:21 03:57:16,490.8
2,2023:08:21 03:57:16,25.6
3,2023:08:21 03:57:16,44.8
1,2023:08:21 03:57:46,393.4
2,2023:08:21 03:57:46,185.8
3,2023:08:21 03:57:46,373.0
1,2023:08:21 03:58:16,365.4
2,2023:08:21 03:58:16,52.4
3,2023:08:21 03:58:16,984.0
1,2023:08:21 03:58:46,739.2
2,2023:08:21 03:58:46,249.8
3,2023:08:21 03:58:46,943.8
1,2023:08:21 03:59:16,452.0
2,2023:08:21 03:59:16,135.2
3,2023:08:21 03:59:16,729.2
1,2023:08:21 03:59:46,876.4
2,2023:08:21 03:59:46,971.2
3,2023:08:21 03:59:46,761.8
1,2023:08:21 04:00:16,971.0
2,2023:08:21 04:00:16,738.2
3,2023:08:21 04:00:16,875.8
1,2023:08:21 04:00:46,611.2
2,2023:08:21 04:00:46,764.6
3,2023:08:21 04:00:46,823.0
1,2023:08:21 04:01:16,130.4
2,2023:08:21 04:01:16,502.2
3,2023:08:21 04:01:16,551.6
1,2023:08:21 04:01:46,384.0
2,2023:08:21 04:01:46,856.4
3,2023:08:21 04:01:46,626.6
1,2023:08:21 04:02:16,713.2
2,2023:08:21 04:02:16,527.8
3,2023:08:21 04:02:16,996.2
1,2023:08:21 04:02:46,66.6
2,2023:08:21 04:02:46,202.2
3,2023:08:21 04:02:46,229.4
1,2023:08:21 04:03:16,770.0
2,2023:08:21 04:03:16,552.2
3,2023:08:21 04:03:16,174.6
1,2023:08:21 04:03:46,506.0
2,2023:08:21 04:03:46,767.0
3,2023:08:21 04:03:46,595.4
1,2023:08:21 04:04:16,843.4
2,2023:08:21 04:04:16,370.0
3,2023:08:21 04:04:16,979.2
1,2023:08:21 04:04:46,618.8
2,2023:08:21 04:04:46,262.8
3,2023:08:21 04:04:46,759.2
1,2023:08:21 04:05:16,964.4
2,2023:08:21 04:05:16,215.2
3,2023:08:21 04:05:16,156.4
1,2023:08:21 04:05:46,722.4
2,2023:08:21 04:05:46,108.0
3,2023:08:21 04:05:46,777.2
1,2023:08:21 04:06:16,266.2
2,2023:08:21 04:06:16,134.2
3,2023:08:21 04:06:16,87.0
